,freq,prob
kʃtɛl,3,2.9684e-06
kɔmp,3,2.9684e-06
kɔɐn,3,2.9684e-06
kɔɐm,3,2.9684e-06
kɪt,3,2.9684e-06
kɛːsp,3,2.9684e-06
kɛːm,3,2.9684e-06
kɛɐl,3,2.9684e-06
kœç,3,2.9684e-06
jes,3,2.9684e-06
jam,3,2.9684e-06
jʊŋs,3,2.9684e-06
jɔx,3,2.9684e-06
jɔɐk,3,2.9684e-06
jɐ,3,2.9684e-06
hot,3,2.9684e-06
hoːn,3,2.9684e-06
hnaːm,3,2.9684e-06
hnɪs,3,2.9684e-06
hi,3,2.9684e-06
he,3,2.9684e-06
haz,3,2.9684e-06
halts,3,2.9684e-06
hab,3,2.9684e-06
haɪd,3,2.9684e-06
haːlp,3,2.9684e-06
hɔft,3,2.9684e-06
hɔʏs,3,2.9684e-06
hɔɐs,3,2.9684e-06
hɪns,3,2.9684e-06
hɛm,3,2.9684e-06
hɛks,3,2.9684e-06
hɛŋkt,3,2.9684e-06
hɛŋk,3,2.9684e-06
hɛɐm,3,2.9684e-06
høːɐd,3,2.9684e-06
ɡreːkt,3,2.9684e-06
ɡran,3,2.9684e-06
ɡraɪf,3,2.9684e-06
ɡraːt,3,2.9684e-06
ɡrɪç,3,2.9684e-06
ɡnyːŋ,3,2.9684e-06
ɡnaʊ,3,2.9684e-06
ɡmax,3,2.9684e-06
ɡmʏnt,3,2.9684e-06
ɡmɛn,3,2.9684e-06
ɡleːkt,3,2.9684e-06
ɡlɪçst,3,2.9684e-06
ɡlɛt,3,2.9684e-06
ɡlɐ,3,2.9684e-06
ɡklap,3,2.9684e-06
ɡkaʊft,3,2.9684e-06
ɡkʏm,3,2.9684e-06
ɡkʊk,3,2.9684e-06
ɡjoː,3,2.9684e-06
ɡen,3,2.9684e-06
ɡbaʊt,3,2.9684e-06
ɡast,3,2.9684e-06
ɡaf,3,2.9684e-06
ɡʃriːm,3,2.9684e-06
ɡʃɛft,3,2.9684e-06
ɡɔŋ,3,2.9684e-06
ɡɪft,3,2.9684e-06
ɡɛns,3,2.9684e-06
ɡəŋ,3,2.9684e-06
ɡɐs,3,2.9684e-06
fyːkt,3,2.9684e-06
friːk,3,2.9684e-06
fraɪç,3,2.9684e-06
frʏç,3,2.9684e-06
frɔn,3,2.9684e-06
frɔʏnh,3,2.9684e-06
frɪt,3,2.9684e-06
frøː,3,2.9684e-06
fliːçt,3,2.9684e-06
flaɪʃ,3,2.9684e-06
flɛç,3,2.9684e-06
flə,3,2.9684e-06
feːb,3,2.9684e-06
faʊl,3,2.9684e-06
faɪls,3,2.9684e-06
faɪl,3,2.9684e-06
faːl,3,2.9684e-06
fʏnfts,3,2.9684e-06
fʏmft,3,2.9684e-06
fɔʏ,3,2.9684e-06
fɔɐs,3,2.9684e-06
fɛt,3,2.9684e-06
fɛlɒ,3,2.9684e-06
fɛɐt,3,2.9684e-06
fɛɐp,3,2.9684e-06
fɛɐnh,3,2.9684e-06
fəls,3,2.9684e-06
et,3,2.9684e-06
eːl,3,2.9684e-06
eːɐss,3,2.9684e-06
dyːs,3,2.9684e-06
dwe,3,2.9684e-06
druː,3,2.9684e-06
droː,3,2.9684e-06
dreːn,3,2.9684e-06
dre,3,2.9684e-06
draks,3,2.9684e-06
draŋ,3,2.9684e-06
draːt,3,2.9684e-06
draːm,3,2.9684e-06
drɐ,3,2.9684e-06
dlɪç,3,2.9684e-06
djɔs,3,2.9684e-06
djɛl,3,2.9684e-06
diːr,3,2.9684e-06
damt,3,2.9684e-06
daʊn,3,2.9684e-06
daːx,3,2.9684e-06
daːt,3,2.9684e-06
dʒɔɐtʃ,3,2.9684e-06
dʒɐ,3,2.9684e-06
dʊɐf,3,2.9684e-06
dɪj,3,2.9684e-06
dɪh,3,2.9684e-06
dɪŋɒ,3,2.9684e-06
dɛt,3,2.9684e-06
dɛnts,3,2.9684e-06
dɛnt,3,2.9684e-06
dɛfs,3,2.9684e-06
dɛʃŋ,3,2.9684e-06
dɛŋks,3,2.9684e-06
bzuːx,3,2.9684e-06
bsçn,3,2.9684e-06
bsɐl,3,2.9684e-06
breːm,3,2.9684e-06
braʊn,3,2.9684e-06
brɔx,3,2.9684e-06
brɔm,3,2.9684e-06
brɪk,3,2.9684e-06
brɛt,3,2.9684e-06
brøːt,3,2.9684e-06
bnən,3,2.9684e-06
bmts,3,2.9684e-06
bmʊts,3,2.9684e-06
bliːk,3,2.9684e-06
bleːts,3,2.9684e-06
bdaŋ,3,2.9684e-06
bdɪŋ,3,2.9684e-06
bap,3,2.9684e-06
baɪs,3,2.9684e-06
bʏt,3,2.9684e-06
bʃtɪm,3,2.9684e-06
bʃtɛl,3,2.9684e-06
bɪts,3,2.9684e-06
bɪɐ,3,2.9684e-06
bɛtʃ,3,2.9684e-06
bɛnts,3,2.9684e-06
bɛɐt,3,2.9684e-06
bɛɐns,3,2.9684e-06
bœnʃ,3,2.9684e-06
arts,3,2.9684e-06
aʊɡ,3,2.9684e-06
aɪt,3,2.9684e-06
aɪnst,3,2.9684e-06
ʒʊɐ,3,2.9684e-06
ʒəl,3,2.9684e-06
ʊʃ,3,2.9684e-06
ʃvi,3,2.9684e-06
ʃvar,3,2.9684e-06
ʃtroːm,3,2.9684e-06
ʃtraf,3,2.9684e-06
ʃtrɔʏ,3,2.9684e-06
ʃtrɛŋnt,3,2.9684e-06
ʃtrøː,3,2.9684e-06
ʃtoː,3,2.9684e-06
ʃtiːk,3,2.9684e-06
ʃteːst,3,2.9684e-06
ʃtaʊs,3,2.9684e-06
ʃtaːts,3,2.9684e-06
ʃtaːl,3,2.9684e-06
ʃtɪn,3,2.9684e-06
ʃtɪl,3,2.9684e-06
ʃtɪf,3,2.9684e-06
ʃtɛkt,3,2.9684e-06
ʃtɛç,3,2.9684e-06
ʃtɛɐk,3,2.9684e-06
ʃtøːɐ,3,2.9684e-06
ʃrɪt,3,2.9684e-06
ʃrɛŋkt,3,2.9684e-06
ʃprʏç,3,2.9684e-06
ʃprɛː,3,2.9684e-06
ʃpɛç,3,2.9684e-06
ʃnɪ,3,2.9684e-06
ʃmiːt,3,2.9684e-06
ʃmɪs,3,2.9684e-06
ʃleːɡ,3,2.9684e-06
ʃlaːkt,3,2.9684e-06
ʃlɪçt,3,2.9684e-06
ʃlɛçts,3,2.9684e-06
ʃlɛːf,3,2.9684e-06
ʃlɛː,3,2.9684e-06
ʃlɛ,3,2.9684e-06
ʃam,3,2.9684e-06
ʃafts,3,2.9684e-06
ʃɔs,3,2.9684e-06
ʃɪt,3,2.9684e-06
ʃɛr,3,2.9684e-06
ʃœpft,3,2.9684e-06
ʃɐt,3,2.9684e-06
ɒoɐ,3,2.9684e-06
ɒm,3,2.9684e-06
ɒev,3,2.9684e-06
ɒã,3,2.9684e-06
ɒaf,3,2.9684e-06
ɒaʊt,3,2.9684e-06
ɒaŋs,3,2.9684e-06
ɒʊms,3,2.9684e-06
ɒʊf,3,2.9684e-06
ɒʊɐ,3,2.9684e-06
ɒɛlft,3,2.9684e-06
ɒøːs,3,2.9684e-06
ɛtv,3,2.9684e-06
ɛntç,3,2.9684e-06
ɛkʃ,3,2.9684e-06
çaɪ,3,2.9684e-06
ɐts,3,2.9684e-06
ɐst,3,2.9684e-06
ɐd,3,2.9684e-06
øːɐt,3,2.9684e-06
zõː,2,1.9789e-06
zof,2,1.9789e-06
znɪç,2,1.9789e-06
zmøː,2,1.9789e-06
zjoːns,2,1.9789e-06
zjaː,2,1.9789e-06
zil,2,1.9789e-06
ziːs,2,1.9789e-06
ziːn,2,1.9789e-06
zeːk,2,1.9789e-06
zant,2,1.9789e-06
zalt,2,1.9789e-06
zaɪl,2,1.9789e-06
zaːxs,2,1.9789e-06
zaːlt,2,1.9789e-06
zʊnst,2,1.9789e-06
zʊɐ,2,1.9789e-06
zɔs,2,1.9789e-06
zɔʏ,2,1.9789e-06
zɔ,2,1.9789e-06
zɪz,2,1.9789e-06
zɪnd,2,1.9789e-06
zɪlk,2,1.9789e-06
zɪçst,2,1.9789e-06
zɛmt,2,1.9789e-06
zɛkt,2,1.9789e-06
zənt,2,1.9789e-06
zəns,2,1.9789e-06
yːp,2,1.9789e-06
yːɐs,2,1.9789e-06
y,2,1.9789e-06
xtnt,2,1.9789e-06
xtn,2,1.9789e-06
xɒaɪ,2,1.9789e-06
xəs,2,1.9789e-06
xəŋ,2,1.9789e-06
vvas,2,1.9789e-06
vaxt,2,1.9789e-06
vat,2,1.9789e-06
vantss,2,1.9789e-06
vansst,2,1.9789e-06
vansç,2,1.9789e-06
vaɪm,2,1.9789e-06
vaɪd,2,1.9789e-06
vaːnts,2,1.9789e-06
vaːm,2,1.9789e-06
vʏɐs,2,1.9789e-06
vʊɐʃt,2,1.9789e-06
vɔt,2,1.9789e-06
vɔm,2,1.9789e-06
vɔlfs,2,1.9789e-06
vɪm,2,1.9789e-06
vɪŋk,2,1.9789e-06
vɪçs,2,1.9789e-06
vɪɐk,2,1.9789e-06
vɛts,2,1.9789e-06
vɛst,2,1.9789e-06
vɛːɐt,2,1.9789e-06
vɛːɐst,2,1.9789e-06
vəl,2,1.9789e-06
vɐs,2,1.9789e-06
uːn,2,1.9789e-06
tuːm,2,1.9789e-06
tuːɐn,2,1.9789e-06
tsyːɡ,2,1.9789e-06
tsvansst,2,1.9789e-06
tsvaɪk,2,1.9789e-06
tsva,2,1.9789e-06
tsvɪŋ,2,1.9789e-06
tsvœf,2,1.9789e-06
tsuz,2,1.9789e-06
tsuːks,2,1.9789e-06
tstaːxs,2,1.9789e-06
tska,2,1.9789e-06
tsio,2,1.9789e-06
tsaɪkst,2,1.9789e-06
tsa,2,1.9789e-06
tsʏç,2,1.9789e-06
tsʊŋ,2,1.9789e-06
tsɛç,2,1.9789e-06
tsət,2,1.9789e-06
troːst,2,1.9789e-06
triːm,2,1.9789e-06
treːt,2,1.9789e-06
traʊn,2,1.9789e-06
traʊms,2,1.9789e-06
traɪz,2,1.9789e-06
traɪn,2,1.9789e-06
traːxs,2,1.9789e-06
traːt,2,1.9789e-06
traːls,2,1.9789e-06
traːf,2,1.9789e-06
trʊk,2,1.9789e-06
trɪp,2,1.9789e-06
trɛnt,2,1.9789e-06
trɛçt,2,1.9789e-06
trɛ,2,1.9789e-06
trən,2,1.9789e-06
trøːs,2,1.9789e-06
trøː,2,1.9789e-06
tr,2,1.9789e-06
toːr,2,1.9789e-06
tnts,2,1.9789e-06
tiːl,2,1.9789e-06
tap,2,1.9789e-06
taʊk,2,1.9789e-06
taʊʃt,2,1.9789e-06
taʊʃ,2,1.9789e-06
taɪls,2,1.9789e-06
taɪç,2,1.9789e-06
tʃtɛl,2,1.9789e-06
tʃan,2,1.9789e-06
tʃaɪd,2,1.9789e-06
tʃɛm,2,1.9789e-06
tʃɛkst,2,1.9789e-06
tɒœst,2,1.9789e-06
tɔp,2,1.9789e-06
tɔʃ,2,1.9789e-06
tɔŋs,2,1.9789e-06
tɔ,2,1.9789e-06
tɪpt,2,1.9789e-06
tɪft,2,1.9789e-06
tɛsts,2,1.9789e-06
tɛnts,2,1.9789e-06
tɛkt,2,1.9789e-06
tðə,2,1.9789e-06
təlt,2,1.9789e-06
syː,2,1.9789e-06
svoː,2,1.9789e-06
suːf,2,1.9789e-06
snoː,2,1.9789e-06
snʏt,2,1.9789e-06
smɪf,2,1.9789e-06
slo,2,1.9789e-06
skvɔʃ,2,1.9789e-06
skɔn,2,1.9789e-06
skɛn,2,1.9789e-06
sjɛː,2,1.9789e-06
siːns,2,1.9789e-06
siːn,2,1.9789e-06
siːl,2,1.9789e-06
siːɡ,2,1.9789e-06
sants,2,1.9789e-06
sans,2,1.9789e-06
saɪks,2,1.9789e-06
saɪç,2,1.9789e-06
saːh,2,1.9789e-06
sʊŋs,2,1.9789e-06
sɒaʊf,2,1.9789e-06
sɒʊn,2,1.9789e-06
sɪkst,2,1.9789e-06
sɪj,2,1.9789e-06
sɛts,2,1.9789e-06
sɛps,2,1.9789e-06
sɛnt,2,1.9789e-06
səŋ,2,1.9789e-06
sœɐf,2,1.9789e-06
sɐt,2,1.9789e-06
ruːt,2,1.9789e-06
ruːm,2,1.9789e-06
roːs,2,1.9789e-06
roːm,2,1.9789e-06
ris,2,1.9789e-06
riːf,2,1.9789e-06
riːɐ,2,1.9789e-06
res,2,1.9789e-06
rap,2,1.9789e-06
raʃ,2,1.9789e-06
raːn,2,1.9789e-06
rʏkt,2,1.9789e-06
rʊtʃt,2,1.9789e-06
rʊŋk,2,1.9789e-06
rɔt,2,1.9789e-06
rɔp,2,1.9789e-06
rɪst,2,1.9789e-06
rɪh,2,1.9789e-06
rɪçts,2,1.9789e-06
rɛts,2,1.9789e-06
rɛnt,2,1.9789e-06
rɛŋ,2,1.9789e-06
r,2,1.9789e-06
psən,2,1.9789e-06
priːf,2,1.9789e-06
pres,2,1.9789e-06
prɔp,2,1.9789e-06
prɔ,2,1.9789e-06
prɪŋt,2,1.9789e-06
prɛː,2,1.9789e-06
poɐt,2,1.9789e-06
plak,2,1.9789e-06
plaʊf,2,1.9789e-06
plaʊ,2,1.9789e-06
plaːr,2,1.9789e-06
plɛs,2,1.9789e-06
plɛm,2,1.9789e-06
plœts,2,1.9789e-06
pjəns,2,1.9789e-06
piːtʃ,2,1.9789e-06
piːɐ,2,1.9789e-06
pfɪŋst,2,1.9789e-06
pfɛn,2,1.9789e-06
pasp,2,1.9789e-06
parks,2,1.9789e-06
parʃ,2,1.9789e-06
paːl,2,1.9789e-06
pʏŋk,2,1.9789e-06
pʊts,2,1.9789e-06
pʊm,2,1.9789e-06
pʊf,2,1.9789e-06
pɔʏn,2,1.9789e-06
pɛɐs,2,1.9789e-06
pəlt,2,1.9789e-06
pœɐls,2,1.9789e-06
pɐt,2,1.9789e-06
pø,2,1.9789e-06
oːn,2,1.9789e-06
oːf,2,1.9789e-06
nyːkt,2,1.9789e-06
nuːf,2,1.9789e-06
ntsvɪʃ,2,1.9789e-06
ntsɪ,2,1.9789e-06
ntɛl,2,1.9789e-06
nsvɪʃ,2,1.9789e-06
nsəl,2,1.9789e-06
nraʊf,2,1.9789e-06
nju,2,1.9789e-06
nis,2,1.9789e-06
nfɛɐ,2,1.9789e-06
neːŋ,2,1.9789e-06
ndeːm,2,1.9789e-06
nbə,2,1.9789e-06
narf,2,1.9789e-06
nah,2,1.9789e-06
naʊz,2,1.9789e-06
naːn,2,1.9789e-06
naɐtst,2,1.9789e-06
nʃtraː,2,1.9789e-06
nʃraɪ,2,1.9789e-06
nɒartst,2,1.9789e-06
nɒʊn,2,1.9789e-06
nɔltʃ,2,1.9789e-06
nɔk,2,1.9789e-06
nɔɐn,2,1.9789e-06
nɔɐm,2,1.9789e-06
nŋə,2,1.9789e-06
nɪh,2,1.9789e-06
nɪɐ,2,1.9789e-06
nɛksts,2,1.9789e-06
nɛɐft,2,1.9789e-06
nɐm,2,1.9789e-06
my,2,1.9789e-06
moːnt,2,1.9789e-06
miːs,2,1.9789e-06
mãːs,2,1.9789e-06
mast,2,1.9789e-06
map,2,1.9789e-06
mans,2,1.9789e-06
maɪlz,2,1.9789e-06
maɪl,2,1.9789e-06
mɒɛnt,2,1.9789e-06
mɒɛɐ,2,1.9789e-06
mɒɛ,2,1.9789e-06
mɔx,2,1.9789e-06
mɔt,2,1.9789e-06
mɔs,2,1.9789e-06
mɪtv,2,1.9789e-06
mɪts,2,1.9789e-06
mɪst,2,1.9789e-06
mɪlts,2,1.9789e-06
mɪb,2,1.9789e-06
mɪʃt,2,1.9789e-06
mɛns,2,1.9789e-06
mɛnd,2,1.9789e-06
mɛm,2,1.9789e-06
mɛlt,2,1.9789e-06
mɛːɐ,2,1.9789e-06
məlt,2,1.9789e-06
mœɐ,2,1.9789e-06
mœ,2,1.9789e-06
luːf,2,1.9789e-06
loːt,2,1.9789e-06
lnt,2,1.9789e-06
lis,2,1.9789e-06
liːm,2,1.9789e-06
leːɐt,2,1.9789e-06
lanh,2,1.9789e-06
lanʃ,2,1.9789e-06
lam,2,1.9789e-06
laʊpt,2,1.9789e-06
laŋk,2,1.9789e-06
laɪns,2,1.9789e-06
laːn,2,1.9789e-06
laːm,2,1.9789e-06
lɔŋs,2,1.9789e-06
lɪnks,2,1.9789e-06
lɪŋk,2,1.9789e-06
lɛŋs,2,1.9789e-06
lɛç,2,1.9789e-06
lɛɐm,2,1.9789e-06
lç,2,1.9789e-06
ləʊnt,2,1.9789e-06
lœʃ,2,1.9789e-06
lœç,2,1.9789e-06
kyːɐ,2,1.9789e-06
kvɪn,2,1.9789e-06
kvɛ,2,1.9789e-06
kuːf,2,1.9789e-06
kuɐ,2,1.9789e-06
kspɪɐ,2,1.9789e-06
ks,2,1.9789e-06
kriːks,2,1.9789e-06
krax,2,1.9789e-06
kras,2,1.9789e-06
kraʊ,2,1.9789e-06
krɔʏtst,2,1.9789e-06
krɔʏ,2,1.9789e-06
krɛm,2,1.9789e-06
krœpk,2,1.9789e-06
krøː,2,1.9789e-06
koːt,2,1.9789e-06
koːp,2,1.9789e-06
knɔx,2,1.9789e-06
knɛçt,2,1.9789e-06
knɐ,2,1.9789e-06
kmɛː,2,1.9789e-06
klyːp,2,1.9789e-06
kliːn,2,1.9789e-06
klar,2,1.9789e-06
klam,2,1.9789e-06
klʊs,2,1.9789e-06
klʊps,2,1.9789e-06
klɪns,2,1.9789e-06
klɪkst,2,1.9789e-06
klɪh,2,1.9789e-06
klɛnts,2,1.9789e-06
kløːp,2,1.9789e-06
kiːɐ,2,1.9789e-06
keːr,2,1.9789e-06
keːl,2,1.9789e-06
ke,2,1.9789e-06
kants,2,1.9789e-06
kanh,2,1.9789e-06
kamf,2,1.9789e-06
kʏf,2,1.9789e-06
kʊt,2,1.9789e-06
kʊnt,2,1.9789e-06
kʃtat,2,1.9789e-06
kʃa,2,1.9789e-06
kɒan,2,1.9789e-06
kɒaʊs,2,1.9789e-06
kɔʏf,2,1.9789e-06
kɪp,2,1.9789e-06
kɪɐʃ,2,1.9789e-06
kɛt,2,1.9789e-06
kɛmft,2,1.9789e-06
kɛɐt,2,1.9789e-06
kɛɐs,2,1.9789e-06
kət,2,1.9789e-06
kəs,2,1.9789e-06
kœpf,2,1.9789e-06
kœlʃ,2,1.9789e-06
juːl,2,1.9789e-06
jtho,2,1.9789e-06
joːs,2,1.9789e-06
jaːkt,2,1.9789e-06
jaːk,2,1.9789e-06
jʏɐ,2,1.9789e-06
jʊ,2,1.9789e-06
jɛtʃ,2,1.9789e-06
jɛst,2,1.9789e-06
jɛkts,2,1.9789e-06
jəms,2,1.9789e-06
is,2,1.9789e-06
iːz,2,1.9789e-06
hnɛɐ,2,1.9789e-06
heːɐt,2,1.9789e-06
hah,2,1.9789e-06
haɪlç,2,1.9789e-06
haːr,2,1.9789e-06
hʏnt,2,1.9789e-06
hʊs,2,1.9789e-06
hʊnts,2,1.9789e-06
hɔɐ,2,1.9789e-06
hɪz,2,1.9789e-06
hɪt,2,1.9789e-06
hɪnf,2,1.9789e-06
hɪɐn,2,1.9789e-06
hɪɐ,2,1.9789e-06
hɛj,2,1.9789e-06
høːst,2,1.9789e-06
høːɐst,2,1.9789e-06
ɡraʊs,2,1.9789e-06
ɡraʊ,2,1.9789e-06
ɡraɪm,2,1.9789e-06
ɡraːs,2,1.9789e-06
ɡrʊŋ,2,1.9789e-06
ɡrɛm,2,1.9789e-06
ɡr,2,1.9789e-06
ɡos,2,1.9789e-06
ɡnʊŋ,2,1.9789e-06
ɡmaɪnt,2,1.9789e-06
ɡly,2,1.9789e-06
ɡliːt,2,1.9789e-06
ɡlaɪt,2,1.9789e-06
ɡlaːtʃt,2,1.9789e-06
ɡlɔt,2,1.9789e-06
ɡlɔk,2,1.9789e-06
ɡlç,2,1.9789e-06
ɡlə,2,1.9789e-06
ɡkriːkt,2,1.9789e-06
ɡknalt,2,1.9789e-06
ɡklapt,2,1.9789e-06
ɡklɛːɐ,2,1.9789e-06
ɡkʊkt,2,1.9789e-06
ɡjo,2,1.9789e-06
ɡjøː,2,1.9789e-06
ɡɡŋ,2,1.9789e-06
ɡɡən,2,1.9789e-06
ɡbuːxt,2,1.9789e-06
ɡbraʊxt,2,1.9789e-06
ɡats,2,1.9789e-06
ɡat,2,1.9789e-06
ɡaʊs,2,1.9789e-06
ɡaʊ,2,1.9789e-06
ɡʏç,2,1.9789e-06
ɡʊsp,2,1.9789e-06
ɡʃvɪn,2,1.9789e-06
ɡʃtɔɐ,2,1.9789e-06
ɡʃpiːlt,2,1.9789e-06
ɡʃlaːŋ,2,1.9789e-06
ɡʃeːn,2,1.9789e-06
ɡɔn,2,1.9789e-06
ɡɔm,2,1.9789e-06
ɡɔlf,2,1.9789e-06
ɡɔʏ,2,1.9789e-06
ɡŋtç,2,1.9789e-06
ɡɛnts,2,1.9789e-06
ɡər,2,1.9789e-06
ɡəlɒ,2,1.9789e-06
ɡəʃp,2,1.9789e-06
ɡœnt,2,1.9789e-06
ɡɐm,2,1.9789e-06
ɡøː,2,1.9789e-06
fruː,2,1.9789e-06
frans,2,1.9789e-06
frak,2,1.9789e-06
fraʊn,2,1.9789e-06
fraɪs,2,1.9789e-06
frɛs,2,1.9789e-06
frɛç,2,1.9789e-06
fns,2,1.9789e-06
flyːk,2,1.9789e-06
fluːks,2,1.9789e-06
fliːɡt,2,1.9789e-06
flʏç,2,1.9789e-06
flʊ,2,1.9789e-06
flɪs,2,1.9789e-06
flɪp,2,1.9789e-06
flɛʃ,2,1.9789e-06
fiːr,2,1.9789e-06
fiːn,2,1.9789e-06
fiːlt,2,1.9789e-06
feːt,2,1.9789e-06
feːɐt,2,1.9789e-06
fats,2,1.9789e-06
faɪf,2,1.9789e-06
fʏt,2,1.9789e-06
fʏk,2,1.9789e-06
fʊŋs,2,1.9789e-06
fɔls,2,1.9789e-06
fɔlkt,2,1.9789e-06
fɔlɡ,2,1.9789e-06
fŋ,2,1.9789e-06
fɪnt,2,1.9789e-06
fɪɐtsç,2,1.9789e-06
fɛsp,2,1.9789e-06
fɛf,2,1.9789e-06
fəlt,2,1.9789e-06
fəd,2,1.9789e-06
fœɐst,2,1.9789e-06
fœɐ,2,1.9789e-06
fɐt,2,1.9789e-06
fɐs,2,1.9789e-06
eːk,2,1.9789e-06
eːɡ,2,1.9789e-06
eːɐt,2,1.9789e-06
eːɐç,2,1.9789e-06
eɐ,2,1.9789e-06
dzn,2,1.9789e-06
dva,2,1.9789e-06
duːʃ,2,1.9789e-06
druːn,2,1.9789e-06
draɪts,2,1.9789e-06
draɪsç,2,1.9789e-06
dra,2,1.9789e-06
drɪm,2,1.9789e-06
drɪŋnt,2,1.9789e-06
dnt,2,1.9789e-06
dlʊŋs,2,1.9789e-06
diːkt,2,1.9789e-06
dark,2,1.9789e-06
darfs,2,1.9789e-06
daːts,2,1.9789e-06
daːs,2,1.9789e-06
daːh,2,1.9789e-06
daːf,2,1.9789e-06
dʒoː,2,1.9789e-06
dʒiː,2,1.9789e-06
dʒɔn,2,1.9789e-06
dʒɛ,2,1.9789e-06
dʒə,2,1.9789e-06
dʏms,2,1.9789e-06
dʏ,2,1.9789e-06
dʊkt,2,1.9789e-06
dʊɐft,2,1.9789e-06
dɔm,2,1.9789e-06
dɪn,2,1.9789e-06
dɛŋkt,2,1.9789e-06
dɛɐm,2,1.9789e-06
dənt,2,1.9789e-06
dɐm,2,1.9789e-06
dɐh,2,1.9789e-06
dɐd,2,1.9789e-06
døː,2,1.9789e-06
bzɔf,2,1.9789e-06
buːxs,2,1.9789e-06
buːs,2,1.9789e-06
buːh,2,1.9789e-06
bsçən,2,1.9789e-06
brɔ,2,1.9789e-06
brɪtʃ,2,1.9789e-06
brɪl,2,1.9789e-06
brɪf,2,1.9789e-06
brə,2,1.9789e-06
boːl,2,1.9789e-06
boːɐs,2,1.9789e-06
boːɐ,2,1.9789e-06
bnts,2,1.9789e-06
bns,2,1.9789e-06
bmʊt,2,1.9789e-06
bmʊnt,2,1.9789e-06
blyːt,2,1.9789e-06
bluːz,2,1.9789e-06
bls,2,1.9789e-06
bloː,2,1.9789e-06
bleːk,2,1.9789e-06
bleːçt,2,1.9789e-06
blaʊn,2,1.9789e-06
blɪç,2,1.9789e-06
blɛns,2,1.9789e-06
bləs,2,1.9789e-06
bis,2,1.9789e-06
bdaŋk,2,1.9789e-06
bʊ,2,1.9789e-06
bʃteːn,2,1.9789e-06
bʃtɪmt,2,1.9789e-06
bɔs,2,1.9789e-06
bɔks,2,1.9789e-06
bɔŋ,2,1.9789e-06
bɔɐt,2,1.9789e-06
bɔ,2,1.9789e-06
bɪd,2,1.9789e-06
bɪçt,2,1.9789e-06
bɪɐk,2,1.9789e-06
bɛʃ,2,1.9789e-06
bɛːnt,2,1.9789e-06
bɛːn,2,1.9789e-06
bɛ,2,1.9789e-06
bəz,2,1.9789e-06
bər,2,1.9789e-06
bəls,2,1.9789e-06
bəʃp,2,1.9789e-06
bəʃ,2,1.9789e-06
bœts,2,1.9789e-06
bœɐts,2,1.9789e-06
bøːm,2,1.9789e-06
bøːɐ,2,1.9789e-06
ars,2,1.9789e-06
apts,2,1.9789e-06
apr,2,1.9789e-06
anʃ,2,1.9789e-06
aʊt,2,1.9789e-06
aːmmt,2,1.9789e-06
ʒoːɐ,2,1.9789e-06
ʒoː,2,1.9789e-06
ʒiːr,2,1.9789e-06
ʒiːɐt,2,1.9789e-06
ʒiːɐ,2,1.9789e-06
ʒen,2,1.9789e-06
ʒeːɐ,2,1.9789e-06
ʒaː,2,1.9789e-06
ʊlf,2,1.9789e-06
ʃvax,2,1.9789e-06
ʃvaɪk,2,1.9789e-06
ʃvaː,2,1.9789e-06
ʃvɪts,2,1.9789e-06
ʃvɪt,2,1.9789e-06
ʃvɛŋ,2,1.9789e-06
ʃv,2,1.9789e-06
ʃuːp,2,1.9789e-06
ʃtreː,2,1.9789e-06
ʃtrap,2,1.9789e-06
ʃtrant,2,1.9789e-06
ʃtrak,2,1.9789e-06
ʃtraft,2,1.9789e-06
ʃtrɪt,2,1.9789e-06
ʃtnən,2,1.9789e-06
ʃtnə,2,1.9789e-06
ʃteːd,2,1.9789e-06
ʃtants,2,1.9789e-06
ʃtans,2,1.9789e-06
ʃtaɪŋ,2,1.9789e-06
ʃtaːr,2,1.9789e-06
ʃtʊɐm,2,1.9789e-06
ʃtʊ,2,1.9789e-06
ʃtɔx,2,1.9789e-06
ʃtɔlts,2,1.9789e-06
ʃtɪmp,2,1.9789e-06
ʃtɪç,2,1.9789e-06
ʃtɛntç,2,1.9789e-06
ʃtœɐt,2,1.9789e-06
ʃraɪpt,2,1.9789e-06
ʃrɔt,2,1.9789e-06
ʃpuː,2,1.9789e-06
ʃprʊxs,2,1.9789e-06
ʃprʊŋ,2,1.9789e-06
ʃprɛŋt,2,1.9789e-06
ʃplɐ,2,1.9789e-06
ʃo,2,1.9789e-06
ʃniː,2,1.9789e-06
ʃnal,2,1.9789e-06
ʃnɪts,2,1.9789e-06
ʃmiː,2,1.9789e-06
ʃmaɪs,2,1.9789e-06
ʃmaɪ,2,1.9789e-06
ʃmʊt,2,1.9789e-06
ʃmɛkt,2,1.9789e-06
ʃluːk,2,1.9789e-06
ʃlaŋ,2,1.9789e-06
ʃlɛn,2,1.9789e-06
ʃlɛːk,2,1.9789e-06
ʃlœs,2,1.9789e-06
ʃiːrt,2,1.9789e-06
ʃiːpt,2,1.9789e-06
ʃiːb,2,1.9789e-06
ʃe,2,1.9789e-06
ʃarts,2,1.9789e-06
ʃant,2,1.9789e-06
ʃafs,2,1.9789e-06
ʃaɪns,2,1.9789e-06
ʃaɪnh,2,1.9789e-06
ʃʊt,2,1.9789e-06
ʃʊf,2,1.9789e-06
ʃʊ,2,1.9789e-06
ʃɔt,2,1.9789e-06
